clause_id,source_doc,domain,raw_text,word_count,pattern_label,clean_text,token_count
C02601,"Antares_Pharma,_Inc._-_Manufacturing_Agreement",legal,Antares shall not allow any lien or other security interest to be imposed on the Prefilled Syringes by Antares or its Subcontractor or as a result of Antares or its Subcontractor action or inaction,34,spacy_sentence,antare shall not allow lien security interest impose prefille syrinx antare subcontractor result antare subcontractor action inaction,17
C02602,"Antares_Pharma,_Inc._-_Manufacturing_Agreement",legal,Antares or its Subcontractor shall use all quantities of Prefilled Syringes provided hereunder for the sole purpose of performing the Manufacturing Services on behalf of AMAG and not for any other use or purpose,34,spacy_sentence,antare subcontractor shall use quantity prefille syrinx provide hereunder sole purpose perform manufacturing service behalf amag not use purpose,19
C02603,"Antares_Pharma,_Inc._-_Manufacturing_Agreement",legal,AMAG shall be solely responsible and reimburse Antares for all reasonable costs and expenses associated with the storage of the Prefilled Syringes at Antares' or its Subcontractor's storage facility at the Manufacturing Site following the expiration or termination of this Agreement,41,spacy_sentence,amag shall solely responsible reimburse antare reasonable cost expense associate storage prefille syrinx antare subcontractor storage facility manufacturing site follow expiration termination agreement,23
C02604,"Antares_Pharma,_Inc._-_Manufacturing_Agreement",legal,"Antares agrees to reasonably cooperate with AMAG, at AMAG's expense, in the filing of any UCC financing statements relating to the Prefilled Syringes as may be required under Applicable Laws",30,spacy_sentence,antare agree reasonably cooperate amag amag expense filing ucc financing statement relate prefille syrinx may required applicable law,18
C02605,"Antares_Pharma,_Inc._-_Manufacturing_Agreement",legal,All shipments of Prefilled Syringes made by AMAG or its designee to Antares or its Subcontractor hereunder will be delivered [***] Antares' or its Subcontractor's Manufacturing Site unless otherwise mutually agreed. [***],32,lettered_subclause,shipment prefille syrinx amag designee antare subcontractor hereunder will deliver antare subcontractor manufacturing site unless mutually agree,17
C02606,"Antares_Pharma,_Inc._-_Manufacturing_Agreement",legal,Antares or its Subcontractor shall manufacture and test all Devices as specified by the Product Specifications prior to using such Devices to manufacture Products and sample Products,27,spacy_sentence,antare subcontractor shall manufacture test device specify product specification prior device manufacture product sample product,15
C02607,"Antares_Pharma,_Inc._-_Manufacturing_Agreement",legal,Antares or its Subcontractor shall properly store the Devices at Antares' or its Subcontractor's storage facility at the Manufacturing Site pursuant to cGMP and Applicable Law,26,spacy_sentence,antare subcontractor shall properly store device antare subcontractor storage facility manufacturing site pursuant cgmp applicable law,16
C02608,"Antares_Pharma,_Inc._-_Manufacturing_Agreement",legal,"Antares or its Subcontractor shall purchase and inspect all Components as specified by the Specifications prior to using such Components to manufacture Products, sample Products and Trainers",27,spacy_sentence,antare subcontractor shall purchase inspect component specify specification prior component manufacture product sample product trainer,15
C02609,"Antares_Pharma,_Inc._-_Manufacturing_Agreement",legal,"2.5 Assembly of Devices, Prefilled Syringes and Components. Antares or its Subcontractor shall assemble Devices, Prefilled Syringes and Components into Products, sample Products and Trainers (as applicable) in accordance with the terms of this Agreement",35,paragraph,assembly device prefille syrinx component antare subcontractor shall assemble device prefille syrinx component product sample product trainer applicable accordance term agreement,21
C02610,"Antares_Pharma,_Inc._-_Manufacturing_Agreement",legal,"Subject to, and as more fully set forth in, the Quality Agreement, the Parties agree as follows",17,lettered_subclause,subject fully set forth quality agreement party agree follow,9
C02611,"Antares_Pharma,_Inc._-_Manufacturing_Agreement",legal,"Antares or its Subcontractor shall label and package the Products, sample Products and Trainers as set out in the Specifications",20,spacy_sentence,antare subcontractor shall label package product sample product trainer set specification,11
C02612,"Antares_Pharma,_Inc._-_Manufacturing_Agreement",legal,"AMAG shall be responsible for the cost of artwork development for the Products, sample Products and Trainers",17,spacy_sentence,amag shall responsible cost artwork development product sample product trainer,10
C02613,"Antares_Pharma,_Inc._-_Manufacturing_Agreement",legal,"In addition, Antares or its Subcontractor shall arrange for and implement (a) the imprinting of batch numbers and expiration dates for each batch of Products and sample Products shipped, and (b) the imprinting of batch numbers for each batch of Trainers shipped",42,spacy_sentence,addition antare subcontractor shall arrange implement imprinting batch number expiration date batch product sample product ship imprinting batch number batch trainer ship,22
C02614,"Antares_Pharma,_Inc._-_Manufacturing_Agreement",legal,"Such batch numbers and expiration dates shall be affixed on the Products, sample Products and Trainers and, on the shipping carton of each Product, sample Product and Trainer as outlined in the Specifications and, as required by cGMPs and Applicable Laws",41,spacy_sentence,batch number expiration date shall affix product sample product trainer shipping carton product sample product trainer outline specification required cgmp applicable law,22
C02615,"Antares_Pharma,_Inc._-_Manufacturing_Agreement",legal,The system used by Antares or its Subcontractor for batch numbering and expiration dates is detailed in Exhibit F hereto,20,spacy_sentence,system antare subcontractor batch numbering expiration date detail exhibit hereto,10
C02616,"Antares_Pharma,_Inc._-_Manufacturing_Agreement",legal,AMAG shall be solely responsible for the content of the labelling and the provision of such content,17,spacy_sentence,amag shall solely responsible content labelling provision content,8
C02617,"Antares_Pharma,_Inc._-_Manufacturing_Agreement",legal,"Notwithstanding anything to the contrary in this Agreement, Antares' obligation to perform the Manufacturing Services is subject to AMAG's reasonably timely approval and provision of all labelling content",28,spacy_sentence,notwithstanding contrary agreement antare obligation perform manufacturing service subject amag reasonably timely approval provision labelling content,16
C02618,"Antares_Pharma,_Inc._-_Manufacturing_Agreement",legal,"AMAG may, in its sole discretion, make changes to labels, product inserts and other packaging for the Products, sample Products and Trainers, which changes shall be submitted by AMAG to all applicable Regulatory Authorities from which approval of such changes is required",42,spacy_sentence,amag may sole discretion change label product insert packaging product sample product trainer change shall submit amag applicable regulatory authority approval change required,23
C02619,"Antares_Pharma,_Inc._-_Manufacturing_Agreement",legal,"AMAG shall be responsible for the cost of labeling obsolescence due to changes to such labeling made by AMAG, including the reasonable cost of disposal and replacement of packaging materials",30,spacy_sentence,amag shall responsible cost labeling obsolescence change labeling amag include reasonable cost disposal replacement packaging material,16
C02620,"Antares_Pharma,_Inc._-_Manufacturing_Agreement",legal,"Antares' name shall appear on the label or anywhere else on the Products, sample Products and Trainers as reasonably agreed upon by the Parties, unless: (i) prohibited by Applicable Laws; or (ii) the Parties otherwise agree in writing",38,spacy_sentence,antare shall appear label product sample product trainer reasonably agree party unless prohibited applicable law ii party agree write,19
C02621,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"Exhibit 10.19 CONFIDENTIAL TREATMENT REQUESTED Certain portions of this document have been omitted pursuant to a request for Confidential Treatment and, where applicable, have been marked with ""[***]"" to indicate where omissions have been made",35,spacy_sentence,exhibit 10 19 confidential treatment request certain portion document omit pursuant request confidential treatment applicable mark indicate omission,18
C02622,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,The confidential material has been filed separately with the Securities and Exchange Commission,13,spacy_sentence,confidential material file separately security exchange commission,7
C02623,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"This Manufacturing and Supply Agreement (this ""Agreement"") is entered into as of the Effective Date (as defined below) by and between (1) Apollo Endosurgery, Delaware corporation having offices at 1120 S Capital of Texas Highway #300, Austin, TX 78746 (""APOLLO""), and (2) Establishment Labs, S.A a corporation organized under the laws of Costa Rica and having a principal place of business at Coyol Free Zone, B15, Alajuela, 20113, Costa Rica (""ESTABLISHMENT"")",71,spacy_sentence,manufacturing supply agreement agreement enter effective date define apollo endosurgery delaware corporation have office 1120 capital texas highway 300 austin tx 78746 apollo establishment lab corporation organize law costa rica have principal place business coyol free zone b15 alajuela 20113 costa rica establishment,43
C02624,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"APOLLO and ESTABLISHMENT shall hereinafter be individually referred to as a ""Party"" and collectively as the ""Parties.""",17,spacy_sentence,apollo establishment shall hereinafter individually refer party collectively party,9
C02625,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"A. APOLLO is engaged in the research and development, manufacture, distribution and marketing of certain medical devices",17,paragraph,apollo engage research development manufacture distribution marketing certain medical device,10
C02626,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,B. ESTABLISHMENT is engaged in the contract manufacturing and packaging of certain medical device products,15,paragraph,establishment engage contract manufacturing packaging certain medical device product,9
C02627,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"C. APOLLO desires that ESTABLISHMENT be the manufacturer and supplier of the product(s) outlined on Exhibit A of this Agreement (""Product"") for APOLLO",23,paragraph,apollo desire establishment manufacturer supplier product outlined exhibit agreement product apollo,11
C02628,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,D. APOLLO and ESTABLISHMENT desire to enter into this Agreement governing the supply of the Product upon the terms and conditions contained herein,23,paragraph,apollo establishment desire enter agreement govern supply product term condition contain,11
C02629,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"NOW THEREFORE, in consideration of the covenants contained herein, the above recitals, and other good and valuable consideration, the receipt and sufficiency of which are hereby acknowledged, the Parties hereto agree as follows",33,paragraph,consideration covenant contain recital good valuable consideration receipt sufficiency acknowledge party hereto agree follow,14
C02630,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"1.1""Affiliates"" of a Party shall mean any corporation or other business entity controlling, controlled by, or under common control with such Party",22,paragraph,affiliate party shall mean corporation business entity control control common control party,12
C02631,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"1.2""Certificate of Conformance"" or ""COC"" shall mean a document prepared by ESTABLISHMENT containing at a minimum: product name, Lot (defined below) number, lot quantity and a statement indicating compliance to all product specifications",33,spacy_sentence,certificate conformance coc shall mean document prepare establishment contain minimum product lot define number lot quantity statement indicate compliance product specification,21
C02632,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,Each COC shall be signature approved by ESTABLISHMENT's Quality Assurance department,11,spacy_sentence,coc shall signature approve establishment quality assurance department,8
C02633,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"1.3""Control"" (including ""controlling"", ""controlled by"" and ""under common control with"" of any party, corporation, or other business entity) shall mean the direct or indirect ownership of at least fifty percent (50%) of the voting or income interest in such party, corporation, or other business entity, respectively",46,spacy_sentence,control include control control common control party corporation business entity shall mean direct indirect ownership percent 50 voting income interest party corporation business entity respectively,25
C02634,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"1.4""Current Good Manufacturing Practices"" (abbreviated ""GMPs"" or ""cGMPs"") shall mean, a) for any period during the Term during which ESTABLISHMENT has received FDA certification, the standards established by the United States Food and Drug Administration (the ""FDA"") for current Good Manufacturing Practices, as specified in FDA 21 C.F.R. 820 Quality Systems Regulations (or its successor provisions); and b) ISO 13485 Medical Devices - Quality Management Systems and other sections so designated by the title ""Good Manufacturing Practices""; and c) as applicable to each respective Product to be manufactured and/or supplied by ESTABLISHMENT",92,spacy_sentence,current good manufacturing practice abbreviate gmp cgmp shall mean period term establishment receive fda certification standard establish united states food drug administration fda current good manufacturing practice specify fda 21 820 quality system regulation successor provision iso 13485 medical device quality management system section designate title good manufacturing practice applicable respective product manufacture supply establishment,55
C02635,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"1.6""Facilities"" shall mean ESTABLISHMENT's manufacturing facilities at Coyol Free Zone, B15, Alajuela, 20113, Costa Rica",15,paragraph,facility shall mean establishment manufacture facility coyol free zone b15 alajuela 20113 costa rica,14
C02636,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"1.7""Lead Time"" shall mean the time period that begins on the day ESTABLISHMENT receives a Purchase Order (defined below) for Product from APOLLO and ends on the day ESTABLISHMENT is required to deliver the Product to APOLLO",37,paragraph,lead time shall mean time period begin day establishment receive purchase order define product apollo end day establishment required deliver product apollo,22
C02637,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"1.8""Lot"" shall mean a defined quantity of starting material, packaging material or product processed in one process or series of processes so that it could be expected to be homogeneous",30,paragraph,lot shall mean define quantity start material packaging material product process process series process expect homogeneous,16
C02638,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"1.9""Product"" shall mean the product(s) to be manufactured and supplied by ESTABLISHMENT to APOLLO under Purchase Order(s) issued under this Agreement and as more specifically detailed in Exhibit A attached hereto",31,paragraph,product shall mean product manufacture supply establishment apollo purchase order issue agreement specifically detailed exhibit attach hereto,17
C02639,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"1.10 ""Purchase Order"" shall mean a written purchase order issued to ESTABLISHMENT by APOLLO for the purchase of Product under this Agreement",22,paragraph,10 purchase order shall mean write purchase order issue establishment apollo purchase product agreement,14
C02640,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"1.11""Span of Control"" shall mean all operational activities that are necessary to occur at ESTABLISHMENT and component suppliers, if any, that are related to the procurement and manufacture of the Product",31,paragraph,11 span control shall mean operational activity necessary occur establishment component supplier relate procurement manufacture product,16
C02641,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"1.12 ""Specifications"" shall mean the Product specifications provided to ESTABLISHMENT by APOLLO",12,spacy_sentence,12 specification shall mean product specification provide establishment apollo,9
C02642,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"The Specifications shall include all necessary test protocols, packaging and labeling specifications, bills of materials and other documentation required to describe, control, and assure the quality of the manufacture of the Product",32,spacy_sentence,specification shall include necessary test protocol package label specification bill material documentation required describe control assure quality manufacture product,19
C02643,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,2.1Term. This Agreement shall commence on the Effective Date and shall be valid for a period of five (5) years with automatic renewal of one year thereafter until terminated,29,paragraph,1term agreement shall commence effective date shall valid period year automatic renewal year terminate,14
C02644,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"Either Party may terminate this Agreement (i) for material breach upon one hundred and twenty (120) days written notice specifying the nature of the breach, if such breach has not been substantially cured within the one hundred twenty (120) day period, or (ii) if the other Party shall formally declare bankruptcy, insolvency, reorganization, liquidation, or receivership; or is named in an action for bankruptcy, insolvency, reorganization, liquidation, or receivership proceedings, and fails to remove itself from such proceedings within ten (90) days from the date of institution of such proceedings",90,lettered_subclause,party may terminate agreement material breach 120 day write notice specify nature breach breach not substantially cure 120 day period ii party shall formally declare bankruptcy insolvency reorganization liquidation receivership name action bankruptcy insolvency reorganization liquidation receivership proceeding fail remove proceeding 90 day date institution proceeding,46
C02645,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"In the event this Agreement is terminated for reasons other than material breach by ESTABLISHMENT, APOLLO shall pay ESTABLISHMENT for all work, material purchases, WIP and finished goods performed pursuant to any unfinished Purchase Order(s) prior to such termination in addition to reparation charges outlined on Exhibit A of this Agreement",51,lettered_subclause,event agreement terminate reason material breach establishment apollo shall pay establishment work material purchase wip finish good perform pursuant unfinished purchase order prior termination addition reparation charge outline exhibit agreement,30
C02646,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"In the event this Agreement is terminated for any reason, ESTABLISHMENT shall promptly cease performing any work not necessary for the orderly close out of the affected Purchase Order(s) or for the fulfillment of regulatory requirements",36,lettered_subclause,event agreement terminate reason establishment shall promptly cease perform work not necessary orderly close affected purchase order fulfillment regulatory requirement,20
C02647,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"ESTABLISHMENT shall manufacture the Product in accordance with the Specifications of this Agreement, and shall comply with all quality system requirement communicated by Apollo from time to time, ISO 13485:2012 and any applicable cGMPs and all other applicable local, United States or European regulations or laws in connection with the manufacture, testing, packaging, labeling, shipping, and handling of the Product",60,spacy_sentence,establishment shall manufacture product accordance specification agreement shall comply quality system requirement communicate apollo time time iso 13485 2012 applicable cgmp applicable local united states european regulation law connection manufacture testing packaging labeling shipping handling product,36
C02648,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"ESTABLISHMENT shall be responsible for normal and daily maintenance of all consigned equipment provided by APOLLO, as described in Exhibit C. APOLLO will be responsible for all other repair and/or replacement costs relating to loaned or consigned equipment due to normal wear and use. Unless otherwise agreed upon in writing, at APOLLO's sole discretion, this equipment will be insured by APOLLO while located in ESTABLISHMENT's manufacturing plants",67,lettered_subclause,establishment shall responsible normal daily maintenance consign equipment provide apollo describe exhibit apollo will responsible repair replacement cost relate loan consign equipment normal wear use unless agree write apollo sole discretion equipment will insure apollo locate establishment manufacturing plant,39
C02649,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"ESTABLISHMENT is duly organized, validly existing and in good standing under the laws of Costa Rica. ESTABLISHMENT has all requisite power and authority to own, operate and lease its properties and to carry on its business as now conducted. ESTABLISHMENT has full corporate power and authority to execute, deliver and perform this Agreement; all corporate actions of ESTABLISHMENT necessary for such execution, delivery and performance have been duly taken; and this Agreement is a valid and binding obligation of ESTABLISHMENT",80,lettered_subclause,establishment duly organize validly exist good standing law costa rica establishment requisite power authority operate lease property carry business conduct establishment corporate power authority execute deliver perform agreement corporate action establishment necessary execution delivery performance duly take agreement valid binding obligation establishment,42
C02650,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"ESTABLISHMENT shall perform all manufacturing, storage, handling, and testing of the Product(s) at the Facilities",15,spacy_sentence,establishment shall perform manufacturing storage handling testing product facility,9
C02651,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"ESTABLISHMENT warrants that the Facilities have been periodically inspected by its Notified Body's representatives and auditors and/or any other required government agency and are in good standing with said governmental agencies, are fully compliant with ISO 13485:2012 and that all employees working on the Product whose responsibilities involve work which must be performed under ISO 13485:2012 standards have been properly trained in the requirements of those standards",67,spacy_sentence,establishment warrant facility periodically inspect notify body representative auditor required government agency good standing say governmental agency fully compliant iso 13485 2012 employee work product responsibility involve work must perform iso 13485 2012 standard properly train requirement standard,38
C02652,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"ESTABLISHMENT additionally warrants that the Facilities hold all necessary licenses and permits from applicable local, national, and European regulatory bodies, required for the manufacture and testing of the Product and that all such licenses and permits are in full force and effect",42,spacy_sentence,establishment additionally warrant facility hold necessary license permit applicable local national european regulatory body required manufacture testing product license permit force effect,22
C02653,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,ESTABLISHMENT shall comply with all applicable export and import control laws and regulations,13,lettered_subclause,establishment shall comply applicable export import control law regulation,9
C02654,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"Except as otherwise agreed upon in writing ESTABLISHMENT assumes the responsibility for interacting with all chemical, component and packaging suppliers as required to deliver the Product in accordance with the applicable Purchase Order, including the Specifications, and this Agreement",39,spacy_sentence,except agree write establishment assume responsibility interact chemical component packaging supplier required deliver product accordance applicable purchase order include specification agreement,21
C02655,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,Payment to the suppliers shall be handled directly by ESTABLISHMENT unless otherwise agreed upon in writing by APOLLO,18,spacy_sentence,payment supplier shall handle directly establishment unless agree writing apollo,10
C02656,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"ESTABLISHMENT shall not change its raw material, component or packaging materials without the prior written consent of APOLLO, which consent shall not be unreasonably withheld",25,spacy_sentence,establishment shall not change raw material component packaging material without prior write consent apollo consent shall not unreasonably withhold,19
C02657,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"With respect to the supply of the silicone raw materials for the shell and sheath product components, APOLLO shall acquire materials from a third party supplier and arrange for delivery to ESTABLISHMENT and ESTABLISHMENT shall be responsible for inspecting said components to ensure that they meet chemical, component and packaging specifications",51,spacy_sentence,respect supply silicone raw material shell sheath product component apollo shall acquire material party supplier arrange delivery establishment establishment shall responsible inspect say component ensure meet chemical component packaging specification,30
C02658,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,Pricing for the Product ordered per the terms of this Agreement is set forth in Exhibit A attached hereto,19,spacy_sentence,pricing product order term agreement set forth exhibit attach hereto,10
C02659,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"Any penalty for failure to purchase a designated quantity of product for a defined period, if any, shall be clearly described in Exhibit A or in a written amendment",29,spacy_sentence,penalty failure purchase designate quantity product define period shall clearly describe exhibit write amendment,14
C02660,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,Any future modification to pricing shall be mutually agreed upon and may be captured in a revised Exhibit A or a written amendment signed by both Parties,27,spacy_sentence,future modification pricing shall mutually agree may capture revised exhibit write amendment sign party,14
C02661,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"Unless otherwise agreed to by ESTABLISHMENT in writing, ESTABLISHMENT shall invoice APOLLO for Product ordered at the time of shipment and APOLLO shall pay each invoice within thirty (30) days from date of invoice",34,spacy_sentence,unless agree establishment write establishment shall invoice apollo product order time shipment apollo shall pay invoice thirty 30 day date invoice,21
C02662,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"Each invoice shall set forth, in U.S. Dollars, the applicable price for the shipment properly determined in accordance with the provisions of this Agreement",24,spacy_sentence,invoice shall set forth dollar applicable price shipment properly determine accordance provision agreement,13
C02663,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,If APOLLO disputes any portion of an invoice received from ESTABLISHMENT the Parties shall use good faith efforts to reconcile the disputed amounts as soon as practicable,27,spacy_sentence,apollo dispute portion invoice receive establishment party shall use good faith effort reconcile dispute amount soon practicable,17
C02664,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,Invoices should be sent to the physical and email addresses as specified in writing by APOLLO in the applicable Purchase Order,21,spacy_sentence,invoice should send physical email address specify writing apollo applicable purchase order,12
C02665,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"In addition, Apollo will pay as set forth in Exhibit A for certain fixtures and tooling to be set forth in Exhibit C, and Apollo will maintain all right, title and interest in and to such fixtures and tooling",39,spacy_sentence,addition apollo will pay set forth exhibit certain fixture tooling set forth exhibit apollo will maintain right title interest fixture tooling,21
C02666,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"During the Term, fixtures and tooling will be identified to Apollo and will be subject to the requirements for ESTABLISHMENT to maintain set forth as part of the Services in Exhibit A",32,spacy_sentence,term fixture tooling will identify apollo will subject requirement establishment maintain set forth service exhibit,15
C02667,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,The parties will amend Exhibit C from time to time in writing to set forth an accurate list of such fixtures and tooling,23,spacy_sentence,party will amend exhibit time time writing set forth accurate list fixture tooling,13
C02668,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"With respect to all tooling and fixtures purchased by Apollo in connection with the manufacture and supply of Product and provision of Services hereunder and listed on Exhibit C (which, in accordance with this Agreement, Apollo shall retain all right, title and interest in and to), for so long as ESTABLISHMENT maintains possession of such tooling and fixtures, Establishment will retain, maintain and use such fixtures and tooling in the ordinary course of business (normal wear and tear excepted) consistent with its handling of other tooling and fixtures and will use such tooling and fixtures only for manufacturing and supply of Product and provision of Services to APOLLO as provided in this Agreement",113,spacy_sentence,respect tooling fixture purchase apollo connection manufacture supply product provision service hereunder list exhibit accordance agreement apollo shall retain right title interest long establishment maintain possession tooling fixture establishment will retain maintain use fixture tooling ordinary course business normal wear tear except consistent handling tooling fixture will use tooling fixture only manufacturing supply product provision service apollo provide agreement,59
C02669,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,APOLLO shall provide ESTABLISHMENT on a monthly basis a twelve (12) month rolling forecast to allow for visibility into expected future demands,22,spacy_sentence,apollo shall provide establishment monthly basis 12 month rolling forecast allow visibility expect future demand,15
C02670,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"APOLLO shall deliver to ESTABLISHMENT a forecast for anticipated monthly deliveries of Product to APOLLO over the subsequent four (4) calendar quarters (the ""Forecast"")",24,spacy_sentence,apollo shall deliver establishment forecast anticipated monthly delivery product apollo subsequent calendar quarter forecast,14
C02671,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"The Forecast is to be used by the Parties for planning purposes and is not a commitment by APOLLO to purchase the quantities of Products specified in such Forecast, except as described below",33,spacy_sentence,forecast party planning purpose not commitment apollo purchase quantity product specify forecast except describe,14
C02672,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"The quantities of Product forecasted for the initial three (3) months of each updated rolling Forecast shall represent a binding obligation of Apollo to purchase from ESTABLISHMENT, and of ESTABLISHMENT to manufacture and supply to APOLLO, such quantities of Product",40,paragraph,quantity product forecast initial month update rolling forecast shall represent bind obligation apollo purchase establishment establishment manufacture supply apollo quantity product,21
C02673,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"ESTABLISHMENT shall, at all times during the Term, maintain an inventory of raw materials and components sufficient to manufacture the binding obligations",22,paragraph,establishment shall time term maintain inventory raw material component sufficient manufacture bind obligation,13
C02674,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,APOLLO shall routinely provide ESTABLISHMENT Purchase Orders for Product demands,10,spacy_sentence,apollo shall routinely provide establishment purchase order product demand,9
C02675,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,All Product ordered by APOLLO shall be in the form of a firm written Purchase Order,16,spacy_sentence,product order apollo shall form firm write purchase order,9
C02676,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"Each Purchase Order shall contain at a minimum, the following information: description of the Product and quantity ordered, price, freight carrier information, payment terms, delivery date, and Purchase Order number for billing purposes",33,spacy_sentence,purchase order shall contain minimum follow information description product quantity order price freight carrier information payment term delivery date purchase order number billing purpose,24
C02677,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,The Parties shall cooperate to establish appropriate lead times for orders; requested delivery dates shall provide sufficient lead times for the products ordered,23,spacy_sentence,party shall cooperate establish appropriate lead time order request delivery date shall provide sufficient lead time product order,18
C02678,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"Unless expressly provided otherwise in the applicable Purchase Order, shipping to APOLLO for the Product shall be Ex Works - ESTABLISHMENT (Incoterms 2010)",23,spacy_sentence,unless expressly provide applicable purchase order ship apollo product shall ex work establishment incoterm 2010,15
C02679,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,The Product will be packaged and shipped per the Specifications and using a shipper and insurance coverage approved by APOLLO,20,spacy_sentence,product will package ship specification shipper insurance coverage approve apollo,10
C02680,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"In the event that any delivery of the Product is anticipated to be late, ESTABLISHMENT will promptly notify APOLLO of the circumstances for the delay and, upon request, ESTABLISHMENT will take reasonable steps to minimize the delay",37,spacy_sentence,event delivery product anticipate late establishment will promptly notify apollo circumstance delay request establishment will reasonable step minimize delay,19
C02681,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"At the request of APOLLO, ESTABLISHMENT will provide a written corrective action for the result of delays caused by events under the Span of Control of ESTABLISHMENT",27,spacy_sentence,request apollo establishment will provide write corrective action result delay cause event span control establishment,15
C02682,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"APOLLO may inspect any or all shipments of Product to insure all specifications are met including proper labeling, packaging and count within thirty (30) business days of APOLLO's receipt of each shipment; however, any such inspection shall not relieve ESTABLISHMENT of any obligations or warranties under this Agreement",48,spacy_sentence,apollo may inspect shipment product insure specification meet include proper labeling packaging count thirty 30 business day apollo receipt shipment inspection shall not relieve establishment obligation warranty agreement,28
C02683,Apollo_Endosurgery_-_Manufacturing_and_Supply_Agre,legal,"APOLLO has the right to reject, via written notification to ESTABLISHMENT within this thirty (30) day period, any or all of a shipment of Product that fails to satisfy any warranty in this Agreement and may reject all of a given Lot of Product if a statistical sample does not meet the Specifications",53,spacy_sentence,apollo right reject write notification establishment thirty 30 day period shipment product fail satisfy warranty agreement may reject give lot product statistical sample not meet specification,26
